,Nom,Employeur,Poste,Rémunéré?,nombreRemuneres,NombreMandats,langue,début,fin,extract_lieux_be
341,,Tervuren (Gemeente),Schepen,Rémunéré,,,NL,01/01/2016,,tervuren
342,,Interleuven (IL),Bestuurder,Rémunéré,,,NL,,25/05/2016,
343,,Autonoom Gemeentebedrijf BEXIT,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
344,,Vereniging voor Openbaar Groen VZW,Bestuurder,Non rémunéré,,,NL,,,
345,,N-VA Afdeling Tervuren,Bestuurslid,Non rémunéré,,,NL,,,tervuren
346,Aerts-Bancken Fabrice,,,,2.0,3.0,FR,,,
347,,"Gouvernement de la Communauté française, Éducation",Chef/directeur De Cabinet Adjoint,Rémunéré,,,FR,19/04/2016,,
348,,"Gouvernement de la Communauté française, Vice-Présidence, Éducation, Culture et Enfance",Chef/directeur De Cabinet,Rémunéré,,,FR,06/01/2016,18/04/2016,
349,,Liège Atlas swimming club (natation),Président,Non rémunéré,,,FR,,,liege
350,Aertssen Johan,,,,2.0,4.0,NL,,,
351,,Federale Pensioendienst (FPD),Directeur-generaal,Rémunéré,,,NL,01/04/2016,,
352,,Rijksdienst voor Pensioenen,Directeur-generaal,Rémunéré,,,NL,,31/03/2016,
353,,European Social Insurance Platform VZW,Bestuurder,Non rémunéré,,,NL,,,
354,,CIMIRe VZW,Bestuurder,Non rémunéré,,,NL,,,
355,Aftab Shaireen,,,,5.0,5.0,NL,,,
356,,Oostende (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,oostende
357,,IVOO,Bestuurder,Rémunéré,,,NL,,28/03/2016,
358,,Economisch Huis,Bestuurder,Rémunéré,,,NL,,,
359,,Federaal Migratie Centrum,Voorzitter,Rémunéré,,,NL,,,
360,,Interfederaal Gelijkekansencentrum,Bestuurder,Rémunéré,,,NL,,,
361,Agneessens Yves,,,,2.0,2.0,NL,,,
362,,Roosdaal (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,roosdaal
363,,IVERLEK,Bestuurder (raadgevende Stem),Rémunéré,,,NL,,09/03/2016,
364,Ahallouch Fatima,,,,3.0,5.0,FR,,,
365,,Mouscron (ville de),Conseillère Communale,Rémunéré,,,FR,,,mouscron
366,,IPALLE,Administratrice,Rémunéré,,,FR,,,
367,,Bibliothèque de Mouscron,Administratrice,Non rémunéré,,,FR,,,mouscron
368,,Internat autonome,Administratrice,Non rémunéré,,,FR,,,
369,,,Enseignante,Rémunéré,,,FR,,,
370,Ahidar Fouad,,,,6.0,9.0,NL,,,
371,,Brussels Hoofdstedelijk Parlement,Eerste Ondervoorzitter,Rémunéré,,,NL,,,brussels
372,,Brussels Hoofdstedelijk Parlement,Lid Van Het Bureau,Rémunéré,,,NL,,,brussels
373,,Brussels Hoofdstedelijk Parlement,Parlementslid,Rémunéré,,,NL,,,brussels
374,,Jette (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,jette
375,,Raad van de Vlaamse Gemeenschapscommissie,Lid Van Het Bureau,Rémunéré,,,NL,,,
376,,Raad van de Vlaamse Gemeenschapscommissie,Lid Van Het Comité Van De Sociale Dienst,Non rémunéré,,,NL,,,
377,,Daarkom VZW,Bestuurder,Non rémunéré,,,NL,,01/11/2016,
378,,Politiezone Brussel-West,Lid Van De Politieraad,Rémunéré,,,NL,13/09/2016,,brussel
379,,Geha BVBA,Bestuurder,Non rémunéré,,,NL,,,
380,Ahruil Saïd,,,,2.0,4.0,FR,,,
381,,Saint-Gilles (Commune de),Echevin,Rémunéré,,,FR,,,saint-gilles
382,,Association intercommunale des Régies de Distribution d'Energie,Administrateur,Rémunéré,,,FR,,,
383,,Maison des Enfants,Administrateur,Non rémunéré,,,FR,,,
384,,Mission locale jeunes de Saint-Gilles,Administrateur,Non rémunéré,,,FR,,,saint-gilles
385,Ait Daoud Nabilla,,,,4.0,7.0,NL,,,
386,,Antwerpen (Stad),Schepen,Rémunéré,,,NL,,,antwerpen
387,,IGEAN Milieu & Veiligheid,Lid Van Een Adviescomité,Rémunéré,,,NL,,,
388,,Intercommunale Vereniging Hooge Maey,Bestuurder,Rémunéré,,,NL,,,
389,,AG Kinderopvang Antwerpen,Bestuurder,Non rémunéré,,,NL,,,antwerpen
390,,Gemeentelijk Havenbedrijf Antwerpen,Bestuurder,Rémunéré,,,NL,,,antwerpen
391,,Universiteit Antwerpen,Bestuurder,Non rémunéré,,,NL,,,antwerpen
392,,AGEA,Bestuurder,Non rémunéré,,,NL,,,
393,Akbas Fatma,,,,2.0,3.0,NL,,,
394,,Antwerpen (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,antwerpen
395,,Digipolis,Bestuurder,Rémunéré,,,NL,,,
396,,AG Energiebesparingsfonds Antwerpen,Bestuurder,Non rémunéré,,,NL,,,antwerpen
397,Akdemir Duygu,,,,1.0,2.0,NL,,,
398,,Beringen (Stad),Lid Van Een Gemeenteraadscommissie,Non rémunéré,,,NL,,,beringen
399,,Beringen (Stad),Schepen,Rémunéré,,,NL,,,beringen
400,Akin Emir,,,,4.0,5.0,FR,,,
401,,Ganshoren (Commune de),Conseiller Communal,Rémunéré,,,FR,,,ganshoren
402,,Intercommunale Bruxelloise du Gaz (IBG),Administrateur,Rémunéré,,,FR,,,
403,,SIBELGAZ,Administrateur,Rémunéré,,,FR,,,
404,,"Sport, Culture et Loisirs de Ganshoren asbl",Administrateur,Non rémunéré,,,FR,,,ganshoren
405,,E.R.A.I. Cleaning sprl,Président,Rémunéré,,,FR,,,
406,Akouz Mustapha,,,,2.0,8.0,FR,,,
407,,Anderlecht (Commune d'),Echevin,Rémunéré,,,FR,,,anderlecht
408,,Atrium midi asbl,Administrateur,Non rémunéré,,,FR,,03/05/2016,
409,,Régie des Quartiers asbl,Président,Non rémunéré,,,FR,,,
410,,Atrium Anderlecht asbl,Administrateur,Non rémunéré,,,FR,,27/05/2016,anderlecht
411,,Atrium Centre asbl,Administrateur,Non rémunéré,,,FR,,27/05/2016,
412,,Atrium Cureghem asbl,Administrateur,Non rémunéré,,,FR,,27/05/2016,
413,,Cabinet du Ministre-Président de la Région de Bruxelles-Capitale,Collaborateur (mi-temps),Rémunéré,,,FR,,,bruxelles
414,,Ecole de la vie asbl,Administrateur,Non rémunéré,,,FR,,,
415,Alaerts Pascale,,,,3.0,3.0,NL,,,
416,,Lubbeek (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,lubbeek
417,,Hofheide,Bestuurder,Rémunéré,,,NL,,,
418,,,Advocaat,Rémunéré,,,NL,,,
419,Alaimo Michele,,,,4.0,5.0,FR,,,
420,,Saint-Nicolas (Commune de),Echevin,Rémunéré,,,FR,,,saint-nicolas
421,,Interséniors,Administrateur,Rémunéré,,,FR,,,
422,,Habitations sociales de Saint-Nicolas et des communes environnantes sc,Administrateur,Rémunéré,,,FR,,,saint-nicolas
423,,,Employé,Rémunéré,,,FR,,,
424,,Agence immobilière sociale Aux Portes de Liège,Administrateur,Non rémunéré,,,FR,,,liege
425,Alard Gérard,,,,1.0,2.0,FR,,,
426,,"Gouvernement de la Communauté française, Vice-Présidence, Éducation, Culture et Enfance",Chef/directeur De Cabinet Adjoint,Rémunéré,,,FR,,18/04/2016,
427,,Centre Régional et Communautaire de Citoyenneté et de Démocratie CRECCIDE asbl,Administrateur,Non rémunéré,,,FR,,01/09/2016,
428,Albert Clarisse,,,,3.0,9.0,FR,,,
429,,RTBF,Administratrice,Rémunéré,,,FR,,,
430,,Ecetia Finances,Administratrice,Non rémunéré,,,FR,,,
431,,Ecetia Finances,Membre Du Bureau/comité Exécutif,Rémunéré,,,FR,,,
432,,Loterie Nationale,Administratrice,Rémunéré,,,FR,,,
433,,Régie Média Belge (RMB),Administratrice,Non rémunéré,,,FR,,,
434,,La Besace asbl,Présidente,Non rémunéré,,,FR,,,
435,,Le Forum asbl,Administratrice,Non rémunéré,,,FR,,,
436,,Belgian Media Ventures sa,Administratrice,Non rémunéré,,,FR,,,
437,,The Content Company sa,Administratrice,Non rémunéré,,,FR,,,
438,Albert Isabelle,,,,7.0,16.0,FR,,,
439,,Province de Liège,Conseillère Provinciale,Rémunéré,,,FR,,,liege
440,,Oreye (Commune d'),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,oreye
441,,AIDE,Administratrice,Rémunéré,,,FR,,,
442,,SWDE Succursale Meuse aval,Membre Du Conseil D'exploitation,Rémunéré,,,FR,,,
443,,Centre culturel de Remicourt,Administratrice,Non rémunéré,,,FR,,,remicourt
444,,CPL-PROMOGEST,Administratrice,Non rémunéré,,,FR,,,
445,,CPL-VEGEMAR,Administratrice,Non rémunéré,,,FR,,,
446,,Hesbaye-Meuse-Condroz Tourisme,Administratrice,Non rémunéré,,,FR,,21/01/2016,
447,,Le Home Waremmien,Administratrice,Rémunéré,,,FR,,,
448,,Zone de police Hesbaye,Membre Du Collège Et Du Conseil De Police,Non rémunéré,,,FR,,,
449,,Femmes prévoyantes socialistes FPS Comité local,Membre,Non rémunéré,,,FR,,,
450,,Formation et Actions provinciales socialistes,Administratrice,Non rémunéré,,,FR,,,
451,,PS,Membre Du Bureau National,Non rémunéré,,,FR,,,
452,,PS Fédération de Huy-Waremme,Membre De L'exécutif,Non rémunéré,,,FR,,,waremme||huy
453,,"Cabinet du Ministre du Budget, de la Fonction publique et de la Simplification administrative",Collaboratrice,Rémunéré,,,FR,,01/10/2016,
454,,"Cabinet du Ministre du Budget, de la Fonction publique et de la Simplification administrative",Experte,Rémunéré,,,FR,01/10/2016,,
455,Albrecht Johan,,,,4.0,7.0,NL,,,
456,,Alveringem (Gemeente),Schepen,Rémunéré,,,NL,,,alveringem
457,,Woonmaatschappij IJzer & Zee CVBA,Bestuurder,Rémunéré,,,NL,,,
458,,SP.a (Plaatselijke afdeling),Voorzitter,Non rémunéré,,,NL,,,spa
459,,,Gepensioneerde,Rémunéré,,,NL,01/07/2016,,
460,,,Onderhoudstechnieker,Rémunéré,,,NL,,30/06/2016,
461,,Feestcomiteit Alveringem,Bestuurslid,Non rémunéré,,,NL,,,alveringem
462,,Kermiszondagvrienden VZW,Bestuurslid,Non rémunéré,,,NL,,,
463,Albrecht Robert,,,,3.0,3.0,NL,,,
464,,Zonhoven (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,zonhoven
465,,IGL,Bestuurder,Rémunéré,,,NL,,,
466,,,Bediende,Rémunéré,,,NL,,,
467,Alci Ali,,,,2.0,2.0,NL,,,
468,,Sint-Niklaas (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,sint-niklaas
469,,Intercommunale Interwaas,Bestuurder,Rémunéré,,,NL,,,
470,Aldenhoff Jean-Pierre,,,,0.0,4.0,GER,,,
471,,Musikakademie der Deutschsprachigen Gemeinschaft,Sekretär Des Verwaltungsrates Und Des Direktionskomitees,Non rémunéré,,,GER,,,
472,,Elternrat der Gemeindeschule Walhorn,Sekretär,Non rémunéré,,,GER,,,walhorn
473,,Musikakademie der Deutschsprachigen Gemeinschaft,Leitender Verwaltungssekretär,Non rémunéré,,,GER,,,
474,,Vereinigung Das singende Klassenzimmer der Gemeindeschule Walhorn,Sekretär,Non rémunéré,,,GER,,,walhorn
475,Alders Karen,,,,3.0,6.0,NL,,,
476,,Diepenbeek (Gemeente),Lid Van Diverse Adviesraden,Non rémunéré,,,NL,,,diepenbeek
477,,Diepenbeek (Gemeente),Schepen,Rémunéré,,,NL,,,diepenbeek
478,,Limburg.net,Bestuurder,Rémunéré,,,NL,,,
479,,,Leerkracht,Rémunéré,,,NL,,,
480,,Autonoom Gemeentebedrijf (AGB) Diepenbeek,Bestuurder,Non rémunéré,,,NL,,,diepenbeek
481,,N-VA afdeling Diepenbeek,Bestuurslid,Non rémunéré,,,NL,,,diepenbeek
482,Aldric Jean-Marc,,,,3.0,6.0,FR,,,
483,,Perwez (Commune de),Echevin,Rémunéré,,,FR,,,perwez
484,,Agence de Développement Local ADL,Administrateur,Non rémunéré,,,FR,,,
485,,Agence locale pour l'Emploi,Administrateur,Non rémunéré,,,FR,,,
486,,ULG,Chargé De Cours (à Temps Partiel),Rémunéré,,,FR,,,
487,,Un junior pour un senior asbl,Administrateur,Non rémunéré,,,FR,,,
488,,,Fonctionnaire,Rémunéré,,,FR,,,
489,Alen Francis,,,,2.0,2.0,FR,,,
490,,Tellin (Commune de),Echevin,Rémunéré,,,FR,,,tellin
491,,,Retraité,Rémunéré,,,FR,,,
492,Alev Ne bih,,,,3.0,9.0,FR,,,
493,,Morlanwelz (commune de),Echevin,Rémunéré,,,FR,,,morlanwelz
494,,Comité de Concertation Commune/CPAS,Membre,Non rémunéré,,,FR,,,
495,,Agence immobilière sociale Anderlues Binche Estinnes Morlanwelz ABEM,Vice-président,Non rémunéré,,,FR,,,binche||morlanwelz||estinnes||anderlues
496,,Agence immobilière sociale Entre Sambre et Haine,Administrateur,Rémunéré,,,FR,,,
497,,PS Fédération de Thuin,Membre,Non rémunéré,,,FR,,,thuin
498,,PS Section locale,Membre Du Comité,Non rémunéré,,,FR,,,
499,,PS Union socialiste communale USC,Membre Du Comité,Non rémunéré,,,FR,,,
500,,,Employé,Rémunéré,,,FR,,,
501,,Commission communale n°4,Membre,Non rémunéré,,,FR,,,
502,Algoed K,Coen,,,4.0,6.0,NL,,,
503,,Vlaamse overheid. Departement Financiën en Begro- ting,Secretaris-generaal,Rémunéré,,,NL,01/06/2016,,
504,,Vlaams Fonds voor de Lastendelging,Secretaris-generaal,Non rémunéré,,,NL,01/06/2016,,
505,,"Vlaamse Regering. Werk, Economie, Innovatie en Sport",Kabinetschef,Rémunéré,,,NL,,31/05/2016,
506,,Fonds Wetenschappelijk Onderzoek - Vlaanderen,Afgevaardigde Van De Vlaamse Regering,Rémunéré,,,NL,,20/05/2016,
507,,DBFM Scholen van Morgen NV,Bestuurder,Non rémunéré,,,NL,22/11/2016,,
508,,School Invest NV,Bestuurder,Rémunéré,,,NL,,,
509,Aliboni Marco,,,,1.0,1.0,FR,,,
510,,"Gouvernement wallon, Pouvoirs locaux, Ville, Logement et Énergie",Chef/directeur De Cabinet Adjoint,Rémunéré,,,FR,,,
511,Allard E,lke,,,3.0,6.0,NL,,,
512,,Geetbets (Gemeente),Schepen,Rémunéré,,,NL,,,geetbets
513,,ECOWERF,Bestuurder,Rémunéré,,,NL,,,
514,,ECOWERF,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
515,,ACOD,Bestuurslid Gis,Non rémunéré,,,NL,,,
516,,ACOD,Lid Van Het Dagelijks Bestuur,Non rémunéré,,,NL,,,
517,,ACOD,Verslaggever,Non rémunéré,,,NL,,,
518,Allard Etienne,,,,6.0,8.0,FR,,,
519,,Namur (Ville de),Conseiller De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,namur
520,,IMAJE,Membre Du Comité De Direction,Non rémunéré,,,FR,,,
521,,IMAJE,Vice-président Du Conseil D'administration,Rémunéré,,,FR,,,
522,,APP Solidarité et Santé,Président Du Conseil D'administration,Rémunéré,,,FR,,,
523,,Association Chapitre XII CARAD,Administrateur,Rémunéré,,,FR,,,
524,,Service provincial d'aides familiales SPAF asbl,Administrateur,Rémunéré,,,FR,,,
525,,AIRN,Administrateur,Rémunéré,,,FR,,,
526,,Santé Sambre et Meuse Asbl,Administrateur,Non rémunéré,,,FR,01/11/2016,,
527,Allard Jacques,,,,4.0,11.0,FR,,,
528,,Fexhe-le-Haut-Clocher (Commune de),Conseiller Communal,Rémunéré,,,FR,01/04/2016,,fexhe
529,,Fexhe-le-Haut-Clocher (Commune de),Echevin,Rémunéré,,,FR,,31/03/2016,fexhe
530,,Intercommunale d'Incendie de Liège et Environs,Administrateur,Rémunéré,,,FR,,,liege
531,,Atelier urbain de Réinsertion dans l'Emploi à Liège,Administrateur,Non rémunéré,,,FR,,,liege
532,,Créativité et handicap mental CREAHM asbl,Administrateur,Non rémunéré,,,FR,,,
533,,Basket Club Elan de Fexhe,Administrateur,Non rémunéré,,,FR,,31/03/2016,fexhe
534,,Tennis Club du Haut Clocher,Administrateur,Non rémunéré,,,FR,,31/03/2016,
535,,Union Hesbignonne,Administrateur,Non rémunéré,,,FR,,31/03/2016,
536,,,Retraité,Rémunéré,,,FR,,,
537,,Cyclo Tourisme Grand Fexhe,Administrateur,Non rémunéré,,,FR,,31/03/2016,fexhe
538,,Logic4Waste,Gérant,Non rémunéré,,,FR,,,
539,Allelyn Bernard,,,,3.0,4.0,FR,,,
540,,Herve (ville de),Conseiller Communal,Rémunéré,,,FR,,,herve
541,,Association Intercommunale pour le Démergement et l'Epuration des communes de la Province de Liège,Administrateur,Rémunéré,,,FR,,,liege
542,,Agence Immobilière Sociale du Pays de Herve,Administrateur,Non rémunéré,,,FR,15/11/2016,,herve
543,,Herve Sports & Loisirs asbl,Administrateur,Rémunéré,,,FR,,,herve
544,Alleman Marleen,,,,4.0,7.0,NL,,,
545,,Ieper (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,ieper
546,,IVVO,Bestuurder,Rémunéré,,,NL,,,
547,,AGB Stadsontwikkeling en Patrimoniumbeheer Ieper,Bestuurder,Non rémunéré,,,NL,,,ieper
548,,In Flanders Fields Museum (IFFM),Bestuurder,Non rémunéré,,,NL,,,
549,,Politiezone Arro Ieper,Lid Van De Politieraad,Rémunéré,,,NL,,,ieper
550,,N-VA (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
551,,,Landbouwer,Rémunéré,,,NL,,,
552,Alles André,,,,3.0,4.0,NL,,,
553,,Kortenaken (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,kortenaken
554,,De Watergroep,Bestuurder,Rémunéré,,,NL,,,
555,,RIOBRA,Bestuurder,Rémunéré,,,NL,,,
556,,Open VLD (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
557,Almaci Meyrem,,,,1.0,5.0,NL,,,
558,,Karner van volksvertegenwoordigers,Volksvertegenwoordiger,Rémunéré,,,NL,,,
559,,Groen,Nationaal Voorzitter,Non rémunéré,,,NL,,,
560,,Groen Nationaal,Lid Van Het Partijbestuur,Non rémunéré,,,NL,,,
561,,Groen Provincie Antwerpen,Lid Van Het Partijbestuur,Non rémunéré,,,NL,,,provincie antwerpen
562,,Groen Stad Antwerpen,Lid Van Het Stedelijk Partijbestuur,Non rémunéré,,,NL,,,antwerpen
563,Amand Gil,,,,2.0,8.0,FR,,,
564,,Honnelles (Commune d'),Echevin,Rémunéré,,,FR,,,honnelles
565,,Agence de Développement Local ADL,Membre,Non rémunéré,,,FR,,,
566,,Maison du Tourisme,Membre,Non rémunéré,,,FR,,,
567,,Accueil Extrascolaire asbl,Membre,Non rémunéré,,,FR,,,
568,,CECP,Membre,Non rémunéré,,,FR,,,
569,,Complexe sportif La Roquette,Membre,Non rémunéré,,,FR,,,
570,,Confédération belge du Cheval,Administrateur,Rémunéré,,,FR,,,
571,,Confédération Wallonie-Bruxelles du Cheval,Membre,Non rémunéré,,,FR,,,bruxelles
572,Amand J ean-Marie,,,,7.0,15.0,FR,,,
573,,Bruxelles (ville),Conseiller Communal,Rémunéré,,,FR,,,bruxelles
574,,Société coopérative intercommunale de crémation,Président Du Conseil D'administration,Rémunéré,,,FR,,,
575,,Commission communale de l'accueil,Administrateur Suppléant,Non rémunéré,,,FR,,,
576,,Comité de patronage des Kermesses,Membre Du Comité,Rémunéré,,,FR,,,
577,,Zone de police Bruxelles Capitale Ixelles,Membre Du Conseil De Police,Rémunéré,,,FR,,,ixelles||bruxelles
578,,Service d'aide aux Familles Bruxelloises,Administrateur,Rémunéré,,,FR,,,
579,,Action et Solidarité socialiste du Brabant,Administrateur,Non rémunéré,,,FR,,,
580,,Fédération des Mutualités socialistes du Brabant (FMSB),Administrateur,Non rémunéré,,,FR,,30/06/2016,
581,,La Semeuse,Vice-président Du Conseil D'administration,Non rémunéré,,,FR,,,
582,,Bains de Bruxelles asbl,Administrateur,Rémunéré,,,FR,,,bruxelles
583,,Amis du Crématorium Bruxellois (les),Administrateur,Non rémunéré,,,FR,,,
584,,L'Eglantine,Vice-président Du Conseil D'administration,Non rémunéré,,,FR,,,
585,,Comité régional des taxis,Membre,Rémunéré,,,FR,,,
586,,Confédération des séniors socialistes asbl,Secrétaire Général,Non rémunéré,,,FR,,,
587,,Gefibrux asbl,Administrateur - Délégué,Non rémunéré,,,FR,,,
588,Ameel Filiep,,,,3.0,3.0,NL,,,
589,,Roeselare (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,roeselare
590,,MIROM Roeselare,Bestuurder,Rémunéré,,,NL,01/01/2016,,roeselare
591,,,Bediende,Rémunéré,,,NL,,,
592,Amelynck Gerard,,,,3.0,4.0,NL,,,
593,,Zwevegem (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,zwevegem
594,,IMOG,Bestuurder,Rémunéré,,,NL,,,
595,,IMOG,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
596,,Feestcomité Kappaert VZW,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,
597,Amieva Acebo Raphaël,,,,5.0,6.0,FR,,,
598,,Crisnée (Commune de),Conseiller Communal,Rémunéré,,,FR,,,crisnee
599,,Crisnée (Commune de),Conseiller De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,01/06/2016,crisnee
600,,PUBLIFIN,Administrateur,Rémunéré,,,FR,,,
601,,PUBLIFIN,Membre De Comité(s) De Secteur,Rémunéré,,,FR,,,
602,,Arbre de Vie asbl,Administrateur,Non rémunéré,,,FR,,,arbre
603,,,Responsable D'un Département De Syndic Immobilier,Rémunéré,,,FR,,,
604,Amorison Lise,,,,4.0,4.0,FR,,,
605,,Beloeil (Commune de),Echevine,Rémunéré,,,FR,,,beloeil
606,,IDETA,Administratrice,Rémunéré,,,FR,,,
607,,L'Habitat du Pays Vert sc,Administratrice,Rémunéré,,,FR,,,
608,,Société terrienne de Crédit social STCS,Administratrice,Rémunéré,,,FR,,,
609,Ampe Els,,,,3.0,9.0,NL,,,
610,,Brussels Hoofdstedelijk Parlement,Fractieleider,Rémunéré,,,NL,,,brussels
611,,Brussels Hoofdstedelijk Parlement,Parlementslid,Rémunéré,,,NL,,,brussels
612,,Brussel (Stad),Schepen,Rémunéré,,,NL,,,brussel
613,,Gewestelijke Mobiliteitscommissie (GMC),Lid,Non rémunéré,,,NL,,,
614,,Erasmushogeschool Brussel (EhB),Lid Van De Raad Van Toezicht,Non rémunéré,,,NL,,,brussel
615,,Liberaal Vlaams Verbond VZW,Ondervoorzitter,Non rémunéré,,,NL,,,
616,,Open VLD Brussels Hoofdstedelijk Gewest,Lid Van Het Dagelijks Bestuur,Non rémunéré,,,NL,,,brussels
617,,Willemsfonds Afdeling Laken,Voorzitter,Non rémunéré,,,NL,,,laken
618,,Open VLD Brussel Stad,Ondervoorzitter,Non rémunéré,,,NL,,,brussel
619,Ampoorter Dirk,,,,3.0,4.0,NL,,,
620,,Koekelare (Gemeente),Schepen,Rémunéré,,,NL,,,koekelare
621,,Woonmaatschappij IJzer & Zee CVBA,Bestuurder,Rémunéré,,,NL,,,
622,,Woonmaatschappij IJzer & Zee CVBA,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
623,,SP.a (Plaatselijke afdeling),Secretaris,Non rémunéré,,,NL,,,spa
624,Amrani Mustafa,,,,9.0,9.0,FR,,,
625,,Bruxelles (ville),Conseiller Communal,Rémunéré,,,FR,,,bruxelles
626,,IBE,Administrateur,Rémunéré,,,FR,,,
627,,INTERFIN,Administrateur,Rémunéré,,,FR,,,
628,,SIBELGA,Administrateur,Rémunéré,,,FR,,,
629,,SIBELGAZ,Administrateur,Rémunéré,,,FR,,,
630,,Comité de patronage des Kermesses,Membre Du Comité,Rémunéré,,,FR,,,
631,,Bains de Bruxelles asbl,Administrateur,Rémunéré,,,FR,,,bruxelles
632,,GIAL asbl,Membre,Rémunéré,,,FR,,,
633,,Mont de Piété,Président Du Conseil D'administration,Rémunéré,,,FR,,,mont
634,Ams Alina,,,,3.0,4.0,NL,,,
635,,Schelle (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,schelle
636,,PIDPA,Bestuurder,Rémunéré,,,NL,,,
637,,Politiezone Rupel,Lid Van De Politieraad,Rémunéré,,,NL,,,
638,,CD&V (Plaatselijke afdeling),Lid Van Het Partijbestuur,Non rémunéré,,,NL,,,
639,Anaf Hannes,,,,4.0,16.0,NL,,,
640,,Turnhout (Stad),Schepen,Rémunéré,,,NL,,,turnhout
641,,IKA (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
642,,IKA (Intercommunale),Lid Van Het Directiecomité,Rémunéré,,,NL,,,
643,,Aktuwa VZW,Bestuurder,Non rémunéré,,,NL,,,
644,,APB Cultuurhuis De Warande,Bestuurder,Non rémunéré,,,NL,,,
645,,Autonoom Gemeentebedrijf Turnhout,Lid Van Het Directiecomité,Non rémunéré,,,NL,,,turnhout
646,,Beleidsgroep FRGE,Voorzitter,Non rémunéré,,,NL,,,
647,,Jeugdprogrammatie (JeP) VZW,Voorzitter,Non rémunéré,,,NL,,,
648,,Regionaal Landschap Kleine en Grote Nete VZW,Bestuurder,Non rémunéré,,,NL,,,
649,,SP.a (Nationale afdeling),Lid Van Het Partijbureau,Non rémunéré,,,NL,,,spa
650,,SP.a Afdeling Turnhout,Bestuurslid,Non rémunéré,,,NL,,,turnhout||spa
651,,SP.a Provincie Antwerpen,Lid Van Het Uitvoerend Bestuur,Non rémunéré,,,NL,,,provincie antwerpen||spa
652,,ASKNV,Bestuurder,Non rémunéré,,,NL,,,
653,,Sportregio Noorderkempen ILV,Ondervoorzitter,Non rémunéré,,,NL,,,
654,,Stormopkomst VZW,Bestuurder,Non rémunéré,,,NL,,,
655,,,Beleidsmedewerker,Rémunéré,,,NL,,,
656,Anciaux Bert,,,,5.0,11.0,NL,,,
657,,Senaat,Fractieleider,Rémunéré,,,NL,,,
658,,Senaat,Gecoöpteerd Senator,Rémunéré,,,NL,,,
659,,ACTIRIS - Brusselse Gewestelijke Dienst voor Arbeids-bemiddeling,Voorzitter Van Het Beheerscomité,Rémunéré,,,NL,,,
660,,Daarkom VZW,Bestuurder,Non rémunéré,,,NL,,31/12/2016,
661,,Pensioenkas voor Senatoren,Ondervoorzitter,Rémunéré,,,NL,,20/01/2016,
662,,Pensioenkas voor Senatoren VZW,Voorzitter,Rémunéré,,,NL,20/01/2016,,
663,,SP.a,Lid Van Het Partijbureau,Non rémunéré,,,NL,,,spa
664,,De Overbron VZW,Afgevaardigd Bestuurder,Non rémunéré,,,NL,,,
665,,,Zaakvoerder,Non rémunéré,,,NL,,,
666,,Br(ik,Voorzitter,Non rémunéré,,,NL,13/01/2016,,
667,,RITCS - School of Arts,Lid Van De Raad,Non rémunéré,,,NL,,,
668,Anciaux Jan,,,,6.0,13.0,NL,,,
669,,Vilvoorde (Stad),Ocmw-voorzitter,Rémunéré,,,NL,,,vilvoorde
670,,Vilvoorde (Stad),Schepen,Non rémunéré,,,NL,,,vilvoorde
671,,Havicrem (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
672,,Havicrem (Intercommunale),Lid Van Het Directiecomité,Rémunéré,,,NL,,,
